pair,age_left,age_right,gender_left,gender_right,quality_left,quality_right,liklihood,boxlx,boxly,boxlwidth,boxlheight,boxrx,boxry,boxrwidth,boxrheight
1346,0.161271,0.0931879,0.620628,0.572583,0.539592,1.1492,0.760772,326,196,159,233,51,35,113,137,
1380,0.0190981,0.311404,-0.00670582,0.439047,0.304848,1.06745,0.496065,164,269,140,178,84,52,167,219,
1399,0.866283,0.311404,-0.020236,0.439047,0.409307,1.06745,0.502477,127,73,226,287,84,52,167,219,
1401,0.917251,0.908436,-0.0146898,0.915696,0.508221,0.490692,0.797414,399,274,104,128,73,48,120,147,
1410,0.901158,0.311404,0.478543,0.439047,0.327018,1.06745,0.529415,0,210,128,182,84,52,167,219,
1412,0.699083,0.311404,0.948007,0.439047,0.280435,1.06745,0.66232,0,251,108,146,84,52,167,219,
1422,0.770201,0.311404,0.444372,0.439047,1.0478,1.06745,0.766867,143,27,194,223,84,52,167,219,
1434,0.968667,0.961526,1.03514,1.01543,0.345456,1.09494,0.757657,113,168,110,145,68,25,118,143,
1435,0.327683,0.961526,0.989257,1.01543,1.00133,1.09494,0.729438,138,173,122,165,68,25,118,143,
1436,1.05004,0.961526,0.322418,1.01543,1.22862,1.09494,0.721013,245,140,149,186,68,25,118,143,
1437,0.425732,0.497157,0.931336,0.540225,0.480363,1.00479,0.700135,411,256,107,142,73,47,144,183,
1438,0.109661,0.497157,0.242076,0.540225,0.989936,1.00479,0.763662,64,206,220,274,73,47,144,183,
1439,0.0508716,0.158539,0.870781,0.0449788,1.0872,0.902463,0.793014,382,194,213,286,85,78,167,210,
1442,0.263799,0.224997,0.524355,0.328535,0.429766,1.42081,0.913004,273,193,128,173,66,32,118,152,
1445,0.7619,0.965826,0.472794,0.817482,0.482327,0.315079,0.718014,42,151,129,170,79,33,118,152,
1446,1.01334,0.965826,-0.0205916,0.817482,0.434114,0.315079,0.789677,202,218,107,139,79,33,118,152,
1450,1.02677,0.965826,0.00784247,0.817482,0.574366,0.315079,0.738892,457,192,112,144,79,33,118,152,
1452,0.102084,0.486128,1.14784,0.964973,0.460302,0.939259,0.876372,161,0,145,205,122,86,181,245,
1453,0.945171,0.67588,0.554838,0.713636,1.00041,0.343865,0.763653,46,167,110,123,97,26,158,236,
1454,0.289811,0.702238,0.761732,0.981753,0.566672,0.877443,0.685273,242,134,233,288,77,60,162,186,
1456,0.605375,0.609705,0.798213,0.930624,0.591386,1.06017,0.968873,306,111,158,215,83,72,154,233,
1457,0.793851,0.609705,1.14853,0.930624,0.506292,1.06017,0.874057,172,158,128,173,83,72,154,233,
1459,0.256545,0.609705,0.821515,0.930624,0.851904,1.06017,0.955672,298,100,186,251,83,72,154,233,
1466,0.585114,0.13907,0.964777,1.03249,0.86207,0.54673,0.713999,221,206,102,129,81,43,233,290,
1469,0.296681,0.120658,0.456412,0.0348416,0.437451,0.926172,0.814717,466,103,160,228,115,66,254,327,
1503,0.464659,0.363888,0.0629379,0.384022,0.59293,1.23998,0.757534,25,230,105,132,84,60,181,233,
1510,0.302399,0.363888,0.566308,0.384022,0.986552,1.23998,0.772213,146,181,124,154,84,60,181,233,
1525,0.0290186,0.389405,-0.00325041,0.945254,1.05118,1.06105,0.689388,27,224,134,176,52,33,102,120,
1528,0.787434,0.389405,1.00492,0.945254,0.95311,1.06105,0.693528,265,149,116,140,52,33,102,120,
1542,0.95639,0.989316,0.776911,1.02507,0.498371,0.640098,0.679916,206,121,147,181,130,106,233,304,
1543,0.741775,0.968501,0.845851,0.800362,1.14905,1.02435,0.640803,0,200,124,170,50,0,106,131,
1544,-0.0259838,0.133463,0.0123797,0.0238526,0.55318,0.501789,0.680312,132,231,112,144,72,51,180,217,
1545,1.03397,0.0672832,0.829628,0.0842428,1.05696,1.11842,0.871876,98,135,153,193,121,55,222,394,
1546,0.941947,0.0492821,0.0666167,0.703707,1.24102,0.862141,0.695629,82,233,122,149,100,32,165,257,
1550,1.04095,0.923617,0.601553,0.412805,0.424993,0.248976,0.763754,220,221,112,154,120,87,197,266,
1551,0.45977,0.923617,0.0198677,0.412805,-0.0566227,0.248976,0.754191,149,0,350,480,120,87,197,266,
1552,1.0286,0.923617,0.293522,0.412805,0.100723,0.248976,0.777141,291,11,266,358,120,87,197,266,
1553,0.983097,0.923617,0.907689,0.412805,0.223301,0.248976,0.747094,196,30,244,325,120,87,197,266,
1554,0.953059,0.923617,0.764491,0.412805,0.0638722,0.248976,0.750345,238,45,247,340,120,87,197,266,
1555,0.900662,0.923617,0.0391129,0.412805,0.289345,0.248976,0.74745,128,102,201,278,120,87,197,266,
1556,0.987485,0.923617,0.83116,0.412805,-0.187674,0.248976,0.753965,218,131,181,240,120,87,197,266,
1557,0.932685,0.923617,0.889639,0.412805,0.482091,0.248976,0.777181,235,119,179,247,120,87,197,266,
1558,0.254002,0.923617,-0.00984059,0.412805,0.301879,0.248976,0.747987,173,167,149,208,120,87,197,266,
1562,-0.0025557,0.266203,0.153159,1.02794,0.901509,0.460747,0.749078,379,196,251,284,67,60,109,138,
1603,0.0956976,0.113133,0.0864756,0.846663,0.852345,1.33642,0.952908,221,367,104,113,85,68,168,223,
1604,1.01435,0.681849,1.01932,0.994191,0.509661,0.00343692,0.67849,157,89,104,136,29,103,267,338,
1605,1.01732,0.681849,0.969473,0.994191,0.442792,0.00343692,0.760996,218,0,197,226,29,103,267,338,
1612,0.216111,0.107479,0.311221,0.214402,0.824773,0.79663,0.713355,311,95,100,144,78,56,197,245,
1639,0.0249901,0.86407,0.808874,0.00473142,0.620524,0.812677,0.663909,315,64,131,178,1,40,213,271,
1703,0.390949,0.0670126,0.605336,-0.00756213,0.760406,0.535651,0.691988,488,154,125,205,105,0,184,252,
1706,0.794502,0.253246,0.870979,0.0967429,1.19038,0.934266,0.744858,374,116,162,220,86,65,192,252,
1714,0.146949,0.972823,0.700098,0.534683,0.604861,0.38605,0.643554,70,255,157,211,77,63,156,187,
1716,0.532677,0.0917144,0.368292,1.05848,0.26899,0.384623,0.638671,237,226,218,254,65,44,136,168,
1717,0.297468,0.241832,0.973237,0.70862,0.560487,1.31221,0.910204,470,34,159,247,83,64,251,322,
1720,0.346874,0.414087,0.729427,0.810962,1.67744,0.990933,0.663759,208,210,106,148,126,57,256,325,
1727,0.748894,0.917009,0.616408,0.0907983,0.271406,1.56437,0.708498,192,76,140,209,117,73,441,402,
1729,0.544569,0.917009,0.0848802,0.0907983,0.45307,1.56437,0.898281,110,128,187,277,117,73,441,402,
1734,0.965756,0.85026,1.06105,0.412764,0.463195,-0.202538,0.712524,228,194,132,162,77,50,174,216,
1735,0.983376,0.85026,1.01453,0.412764,1.01103,-0.202538,0.745963,143,193,169,207,77,50,174,216,
1741,0.781545,0.308285,0.972241,0.986182,0.273818,0.884554,0.67817,15,130,106,132,38,26,100,119,
1742,-0.0263218,0.266914,1.0276,0.598903,0.25051,0.643081,0.656943,355,325,122,155,74,44,158,204,
1743,-0.00662617,0.266914,0.799901,0.598903,0.228664,0.643081,0.612241,340,327,116,139,74,44,158,204,
1746,0.0979004,0.266914,0.617836,0.598903,0.431641,0.643081,0.727514,403,315,139,165,74,44,158,204,
1747,0.426706,0.266914,0.976786,0.598903,0.139039,0.643081,0.625496,333,302,154,178,74,44,158,204,
1748,0.0627599,0.266914,0.967289,0.598903,0.334639,0.643081,0.639542,353,308,126,164,74,44,158,204,
1753,0.982544,0.925017,-0.0226116,0.0996547,0.333733,0.772116,0.813194,196,216,131,176,0,58,146,195,
1754,0.99463,0.925017,0.0142727,0.0996547,0.431672,0.772116,0.794858,185,231,114,158,0,58,146,195,
1755,0.802344,0.925017,0.00954816,0.0996547,0.472809,0.772116,0.795413,297,257,100,134,0,58,146,195,
1756,1.00013,0.925017,0.279305,0.0996547,0.579993,0.772116,0.786075,326,258,105,134,0,58,146,195,
1757,0.727954,0.925017,0.00405882,0.0996547,0.372089,0.772116,0.813676,485,237,110,145,0,58,146,195,
1758,0.887509,0.925017,0.0338343,0.0996547,0.3838,0.772116,0.809056,412,187,141,185,0,58,146,195,
1759,0.871676,0.925017,0.00226371,0.0996547,0.277059,0.772116,0.806255,460,199,152,199,0,58,146,195,
1760,0.863593,0.925017,0.00460376,0.0996547,0.529721,0.772116,0.813877,37,235,103,134,0,58,146,195,
1765,0.984238,0.946665,0.981436,1.14636,0.23551,0.534543,0.710809,362,192,135,170,23,80,208,261,
1766,0.972261,0.946665,0.978298,1.14636,0.396977,0.534543,0.680421,252,56,230,296,23,80,208,261,
1767,0.998778,0.946665,1.00676,1.14636,0.139688,0.534543,0.688407,139,24,230,301,23,80,208,261,
1768,0.890979,0.946665,0.998476,1.14636,0.415626,0.534543,0.659199,276,92,205,265,23,80,208,261,
1769,0.60363,0.671583,0.734148,0.778573,0.505497,0.73943,0.686503,418,161,135,193,52,32,100,129,
1772,1.02286,0.794542,0.615475,0.692268,0.0281104,1.02572,0.822743,242,86,217,285,0,64,191,228,
1773,0.954283,0.794542,0.451912,0.692268,-0.0164527,1.02572,0.810368,222,165,234,280,0,64,191,228,
1774,0.934227,0.794542,0.944709,0.692268,0.475957,1.02572,0.802082,238,172,203,259,0,64,191,228,
1775,0.816515,0.794542,0.433553,0.692268,0.203375,1.02572,0.802143,230,166,224,267,0,64,191,228,
1776,0.624092,0.794542,1.01362,0.692268,0.0960978,1.02572,0.786927,218,157,226,273,0,64,191,228,
1777,0.927634,0.794542,1.04741,0.692268,0.226397,1.02572,0.831311,214,127,204,235,0,64,191,228,
1778,0.984719,0.794542,0.413631,0.692268,0.0416545,1.02572,0.814793,215,153,220,267,0,64,191,228,
1779,1.01402,0.794542,0.947661,0.692268,0.104875,1.02572,0.82512,206,155,211,242,0,64,191,228,
1780,0.80757,0.794542,0.904981,0.692268,0.139246,1.02572,0.816427,196,151,230,261,0,64,191,228,
1781,0.872094,0.794542,0.175348,0.692268,-0.0239476,1.02572,0.825547,274,164,204,233,0,64,191,228,
1782,0.789526,0.794542,0.0177194,0.692268,0.124218,1.02572,0.785975,224,132,169,219,0,64,191,228,
1783,0.406938,0.794542,0.603436,0.692268,0.192838,1.02572,0.745319,262,179,153,187,0,64,191,228,
1784,0.985224,0.794542,0.878054,0.692268,0.318379,1.02572,0.785266,433,200,120,153,0,64,191,228,
1785,0.0762513,0.794542,0.693908,0.692268,0.555205,1.02572,0.582231,527,187,113,172,0,64,191,228,
1786,0.938063,0.794542,0.146291,0.692268,0.566426,1.02572,0.77926,495,191,145,181,0,64,191,228,
1787,0.997301,0.965963,1.03195,1.00559,0.2367,0.509002,0.789194,222,106,115,160,147,110,220,290,
1788,0.416718,0.997669,0.663029,0.0100975,0.850618,0.399003,0.565099,92,253,131,166,73,0,179,219,
1789,0.005712,0.0238105,-0.0273779,0.313039,0.38023,0.375191,0.604094,321,283,104,130,59,54,122,149,
1794,0.149428,0.750639,0.902046,0.909087,1.07506,0.453085,0.864506,20,202,107,146,71,0,190,220,
1795,0.819269,0.750639,0.377367,0.909087,0.969243,0.453085,0.810298,290,192,149,188,71,0,190,220,
1796,0.89686,0.933407,0.314563,-0.0121619,0.136766,0.572796,0.77945,416,84,222,276,84,26,186,231,
1808,0.313673,0.23503,0.546825,0.619357,0.619664,0.622348,0.859753,401,41,160,188,0,73,129,188,
1809,0.125912,0.23503,0.333368,0.619357,0.778228,0.622348,0.81545,362,301,103,128,0,73,129,188,
1890,0.165525,0.858035,0.975176,0.0364149,1.47313,1.11241,0.896201,155,156,104,145,18,49,153,187,
1893,1.01824,0.868162,0.975789,0.0843083,0.259083,1.13039,0.483261,301,169,130,156,71,19,192,257,
1906,0.586128,0.150171,0.109157,0.849613,1.26584,0.490518,0.745304,291,221,128,165,110,27,264,343,
