pair,age_left,age_right,gender_left,gender_right,quality_left,quality_right,liklihood,boxlx,boxly,boxlwidth,boxlheight,boxrx,boxry,boxrwidth,boxrheight
1542,0.908748,1.00445,0.793133,0.99575,1.6738,2.06843,0.700969,207,117,134,174,121,116,238,304,
1543,0.743252,0.98818,0.895995,0.910833,4.66924,1.87207,0.629714,3,205,118,171,53,4,106,126,
1544,-0.0267436,-0.0380432,0.00521347,0.0149586,1.43042,1.73327,0.690751,134,228,113,144,55,34,188,218,
1545,0.920052,-0.00680949,0.855965,-0.00315456,6.66617,5.90272,0.785845,93,136,142,184,106,85,237,370,
1546,0.835317,0.0675598,0.375508,0.692368,5.50413,4.42184,0.763443,79,240,122,149,118,52,147,242,
1550,0.936351,0.746554,0.712761,0.676371,1.06104,1.07617,0.77683,215,239,104,148,111,69,234,298,
1551,0.377335,0.746554,-0.0197985,0.676371,1.06104,1.07617,0.765239,176,15,288,393,111,69,234,298,
1552,0.956241,0.746554,0.126961,0.676371,1.06104,1.07617,0.787851,310,22,257,350,111,69,234,298,
1553,0.880116,0.746554,0.790118,0.676371,1.14204,1.07617,0.767022,207,37,270,368,111,69,234,298,
1554,0.927784,0.746554,0.782734,0.676371,1.06104,1.07617,0.753468,229,60,271,368,111,69,234,298,
1555,0.907337,0.746554,-0.00278883,0.676371,1.06104,1.07617,0.772545,161,122,185,251,111,69,234,298,
1556,1.07012,0.746554,0.833937,0.676371,1.06104,1.07617,0.77848,222,137,168,238,111,69,234,298,
1557,0.778826,0.746554,1.01761,0.676371,1.06159,1.07617,0.784806,224,120,197,263,111,69,234,298,
1558,0.0813973,0.746554,0.276668,0.676371,1.09365,1.07617,0.686312,169,203,180,224,111,69,234,298,
1562,1.03304,0.223913,0.932668,1.04726,1.06104,1.06802,0.549819,161,149,246,315,65,55,100,129,
1604,1.02115,0.846957,1.02781,1.03402,1.10372,1.42786,0.693474,156,84,113,153,56,111,256,322,
1605,1.00698,0.846957,0.973921,1.03402,1.06104,1.42786,0.775652,206,0,218,252,56,111,256,322,
1639,0.365873,0.821332,0.0406938,0.0148097,1.45899,3.1522,0.752176,319,69,143,192,7,42,235,324,
1640,0.713645,0.821332,0.610561,0.0148097,4.75367,3.1522,0.714364,353,258,103,130,7,42,235,324,
1698,0.511418,0.91357,0.15903,0.987624,1.35378,1.14756,0.654853,378,157,105,159,150,112,262,337,
1699,0.00531642,0.91357,0.386453,0.987624,3.81601,1.14756,0.658951,150,159,102,133,150,112,262,337,
1706,0.753046,0.150344,1.02571,0.0317339,4.2574,4.9731,0.759251,375,117,195,238,97,71,190,233,
1714,0.01246,0.978972,0.243649,0.831823,2.36993,1.06104,0.633529,72,266,152,205,74,59,164,204,
1715,0.124432,0.180794,0.125909,0.165794,1.6301,1.95769,0.535744,388,243,115,146,99,83,194,236,
1716,0.286603,0.0917144,0.373164,1.05848,1.10149,1.06104,0.643241,239,239,227,241,68,49,119,158,
1734,0.981092,0.633808,1.05039,0.154771,1.06502,1.06104,0.714319,221,189,138,167,80,48,154,194,
1735,0.99494,0.633808,1.00865,0.154771,2.57855,1.06104,0.745193,139,189,164,205,80,48,154,194,
1736,1.03957,0.961602,0.874605,0.402213,1.88481,1.10995,0.808933,295,136,140,186,42,105,322,413,
1737,0.987909,0.961602,0.852439,0.402213,1.09015,1.10995,0.817891,285,74,189,243,42,105,322,413,
1742,0.0142113,0.19096,0.850338,0.525056,1.06104,1.41543,0.659763,351,333,117,147,67,64,147,192,
1743,0.0946295,0.19096,0.741285,0.525056,1.06104,1.41543,0.611647,337,328,110,150,67,64,147,192,
1746,0.359809,0.19096,0.524554,0.525056,1.06104,1.41543,0.734358,406,324,123,156,67,64,147,192,
1747,0.0556423,0.19096,0.931011,0.525056,1.06104,1.41543,0.609091,332,313,134,167,67,64,147,192,
1748,0.151711,0.19096,0.959404,0.525056,1.06104,1.41543,0.619782,345,304,136,176,67,64,147,192,
1753,0.955506,0.670716,-0.0204978,0.408999,1.06104,1.37724,0.781265,192,225,126,169,1,69,149,208,
1754,0.997785,0.670716,0.0424715,0.408999,1.06104,1.37724,0.759305,190,251,106,139,1,69,149,208,
1755,0.93573,0.670716,0.0288634,0.408999,1.08335,1.37724,0.767617,290,258,107,142,1,69,149,208,
1756,0.888253,0.670716,0.142778,0.408999,1.06104,1.37724,0.771719,329,264,101,133,1,69,149,208,
1757,0.603859,0.670716,0.0345787,0.408999,1.06104,1.37724,0.784284,480,240,114,159,1,69,149,208,
1758,0.525754,0.670716,0.0288155,0.408999,1.06104,1.37724,0.795046,412,175,153,215,1,69,149,208,
1759,0.982304,0.670716,0.007879,0.408999,1.06104,1.37724,0.786166,445,194,169,234,1,69,149,208,
1760,0.967806,0.670716,0.0708212,0.408999,1.06104,1.37724,0.78757,23,235,121,156,1,69,149,208,
1763,0.0207382,0.670716,0.000759408,0.408999,1.06104,1.37724,0.765822,361,274,100,137,1,69,149,208,
1765,1.00896,1.00315,1.0117,0.870692,1.06104,2.41205,0.681629,361,183,133,168,1,42,230,308,
1766,0.908172,1.00315,0.975667,0.870692,1.13303,2.41205,0.656107,245,79,227,289,1,42,230,308,
1767,0.956239,1.00315,0.992279,0.870692,1.06104,2.41205,0.677421,125,54,240,321,1,42,230,308,
1768,0.737877,1.00315,0.901207,0.870692,1.24551,2.41205,0.637432,278,78,211,276,1,42,230,308,
1771,0.664029,0.843193,0.0493316,0.841074,2.18332,1.59194,0.480171,539,170,101,155,0,79,179,216,
1772,0.847905,0.843193,0.345495,0.841074,1.07302,1.59194,0.825399,217,101,232,287,0,79,179,216,
1773,0.996985,0.843193,0.86398,0.841074,1.68167,1.59194,0.805616,198,160,236,286,0,79,179,216,
1774,0.851128,0.843193,0.813571,0.841074,1.4502,1.59194,0.802835,216,160,228,274,0,79,179,216,
1775,0.932002,0.843193,0.641192,0.841074,1.73856,1.59194,0.78943,209,151,239,287,0,79,179,216,
1776,0.79267,0.843193,1.04504,0.841074,1.21426,1.59194,0.799561,212,167,214,259,0,79,179,216,
1777,0.94537,0.843193,1.03319,0.841074,1.10526,1.59194,0.826385,206,155,209,252,0,79,179,216,
1778,0.666011,0.843193,-0.0371158,0.841074,1.08258,1.59194,0.812918,217,132,233,291,0,79,179,216,
1779,0.945578,0.843193,0.0987837,0.841074,1.43192,1.59194,0.830125,209,140,222,267,0,79,179,216,
1780,0.990923,0.843193,0.762576,0.841074,1.27082,1.59194,0.81336,207,153,211,261,0,79,179,216,
1781,0.806137,0.843193,0.542804,0.841074,1.06456,1.59194,0.823209,284,164,173,210,0,79,179,216,
1782,0.789932,0.843193,0.707948,0.841074,1.08524,1.59194,0.79,211,158,154,191,0,79,179,216,
1783,0.0218974,0.843193,0.625835,0.841074,1.25136,1.59194,0.74569,258,170,139,171,0,79,179,216,
1784,0.853142,0.843193,0.674215,0.841074,1.18814,1.59194,0.771797,425,186,117,149,0,79,179,216,
1786,0.936711,0.843193,0.307198,0.841074,1.06104,1.59194,0.768619,499,196,136,161,0,79,179,216,
1787,0.979245,0.965705,1.00117,1.03911,1.84885,1.06104,0.776464,212,137,116,147,146,154,195,245,
1788,0.346221,0.870577,0.602489,0.152106,1.44949,1.21475,0.578077,89,245,146,197,81,14,160,213,
1789,-0.00822569,0.0937272,0.0413283,0.77428,1.51524,1.06104,0.619602,323,290,103,135,61,49,128,158,
1794,0.0100396,0.791203,0.33467,0.952525,4.25029,2.87529,0.932907,0,186,126,179,67,0,192,231,
1795,0.644937,0.791203,0.116198,0.952525,1.49544,2.87529,0.812256,297,190,153,178,67,0,192,231,
1808,0.0550047,-0.0144356,0.787039,0.394844,3.01074,2.54289,0.899576,401,49,147,179,0,77,121,175,
1910,0.868877,0.194681,0.532148,0.842014,4.25491,1.10039,0.797643,289,136,109,136,113,33,274,355,
