pair,age_left,age_right,gender_left,gender_right,quality_left,quality_right,liklihood,boxlx,boxly,boxlwidth,boxlheight,boxrx,boxry,boxrwidth,boxrheight
1436,0.994726,0.97359,0.386909,1.00658,1.22203,1.12058,0.720998,245,142,149,187,67,25,118,144,
1437,0.43456,0.503914,0.160333,0.411283,0.508897,1.04138,0.740311,411,256,106,143,75,47,143,184,
1438,0.11523,0.503914,0.24317,0.411283,1.01902,1.04138,0.808174,63,205,220,275,75,47,143,184,
1441,0.512418,0.205631,0.974658,0.614448,0.447659,0.58817,0.730337,462,63,137,194,103,73,213,287,
1445,0.759085,0.938143,0.397187,0.358328,0.484997,0.314879,0.707529,41,146,130,174,61,30,122,163,
1446,0.987347,0.938143,0.0622562,0.358328,0.417841,0.314879,0.76537,202,222,107,139,61,30,122,163,
1450,1.00318,0.938143,-0.0198568,0.358328,0.466546,0.314879,0.709931,464,192,113,143,61,30,122,163,
1452,0.180976,0.341795,0.269818,0.993777,0.467378,0.900703,0.808767,152,0,156,230,120,87,183,246,
1453,0.899716,0.786913,0.139549,0.814496,0.81141,0.368315,0.744985,44,166,119,129,91,37,161,228,
1454,0.223539,0.738266,0.796116,0.96703,0.625521,0.750583,0.682383,242,134,233,288,74,47,170,203,
1456,0.394455,0.611718,0.360439,0.964048,0.977591,1.17249,0.951994,291,103,170,235,83,73,154,231,
1466,0.582681,0.630471,0.964605,0.999325,0.877194,0.791334,0.737082,219,206,102,129,75,42,235,300,
1469,0.354581,0.159205,0.183413,0.00927366,0.384756,0.74468,0.819327,468,103,160,224,115,66,254,327,
1510,0.128255,0.321684,0.991389,0.44912,0.910778,1.16884,0.768766,151,187,115,144,84,61,182,234,
1525,0.10031,0.528234,0.0128743,0.870764,0.636259,0.929438,0.732968,23,221,139,181,53,35,100,118,
1528,0.314591,0.528234,0.38493,0.870764,1.03831,0.929438,0.702544,264,143,117,144,53,35,100,118,
1531,0.966784,0.942474,0.962518,0.937136,1.11189,0.961372,0.587204,135,219,101,123,75,46,157,194,
1542,1.02919,1.01189,1.03197,1.03524,0.518991,0.496692,0.672099,208,122,147,181,130,106,233,305,
1543,0.91776,0.981617,1.01285,0.904592,0.997145,1.0464,0.631098,0,203,121,164,53,0,112,139,
1544,-0.0203533,0.0327104,0.00585529,0.0143842,0.520706,0.477562,0.678044,133,232,110,142,75,53,175,215,
1545,1.00105,0.804026,0.733066,0.979598,1.04921,1.20412,0.901529,99,134,150,191,162,49,181,372,
1546,0.949247,0.0537312,0.0542548,0.843073,1.30299,0.915556,0.694131,82,232,122,149,101,28,164,263,
1550,0.961552,0.933244,1.03813,0.250376,0.300574,0.276968,0.75555,222,231,109,141,119,86,197,267,
1551,0.486042,0.933244,0.0371199,0.250376,0.0458749,0.276968,0.763527,130,0,332,434,119,86,197,267,
1552,0.964417,0.933244,0.48092,0.250376,-0.101209,0.276968,0.773939,291,0,271,343,119,86,197,267,
1553,1.01172,0.933244,0.539972,0.250376,0.198351,0.276968,0.753248,189,15,290,355,119,86,197,267,
1554,0.985949,0.933244,0.789851,0.250376,-0.00216585,0.276968,0.754386,246,42,245,341,119,86,197,267,
1555,0.977706,0.933244,0.0181917,0.250376,0.229643,0.276968,0.765914,135,111,189,264,119,86,197,267,
1556,0.97914,0.933244,0.971124,0.250376,0.137685,0.276968,0.765344,218,124,187,251,119,86,197,267,
1557,0.908396,0.933244,0.711079,0.250376,0.541845,0.276968,0.789238,235,120,179,246,119,86,197,267,
1558,0.175426,0.933244,-0.00923499,0.250376,0.268344,0.276968,0.72719,182,194,151,210,119,86,197,267,
1562,0.000157624,0.296839,0.205392,1.02266,0.912416,0.430318,0.745293,376,193,254,287,66,59,109,138,
1604,0.996874,0.876314,1.01279,0.838802,0.45882,0.205106,0.694749,158,89,100,131,35,100,272,339,
1605,0.993313,0.876314,0.955015,0.838802,0.471588,0.205106,0.760631,218,0,199,226,35,100,272,339,
1613,0.295263,0.0699947,0.632843,0.526802,0.613478,0.808086,0.711754,302,87,105,146,70,58,199,252,
1639,-0.0172935,0.598827,0.873865,0.00503024,0.71506,0.79511,0.687183,307,64,134,175,0,40,219,283,
1703,0.370218,0.0292055,0.840795,-0.034021,0.966881,0.413215,0.719445,482,148,126,213,104,0,187,257,
1705,0.0503135,0.169113,0.874696,0.568048,0.404345,0.639497,0.781663,210,275,110,139,0,70,217,268,
1706,0.810917,0.0637766,1.06301,0.106479,1.46607,1.20665,0.755858,375,121,161,195,92,68,187,250,
1714,0.130986,0.989432,0.450449,0.737422,0.453407,0.434757,0.628927,70,255,158,211,76,52,169,214,
1715,0.139666,0.00505228,0.0614048,0.111732,0.465956,0.372577,0.606064,392,222,117,156,115,79,187,222,
1716,0.0587977,0.00976484,0.580979,0.782391,0.219396,0.462753,0.616829,217,241,206,239,70,49,131,169,
1717,0.0450911,-4.86225e-05,0.421898,0.106925,0.739451,1.20395,0.927576,461,40,168,266,82,70,249,319,
1720,0.326439,0.695491,0.705582,0.932943,1.63975,0.676238,0.609937,208,210,106,148,125,57,257,326,
1727,0.733388,0.718973,0.342774,0.307511,0.265992,1.55251,0.700489,191,79,143,208,109,86,457,389,
1729,0.705903,0.718973,0.457733,0.307511,1.06991,1.55251,0.925729,128,135,169,263,109,86,457,389,
1734,0.952932,0.819853,1.01904,0.462168,0.420036,-0.253413,0.717373,228,194,133,163,75,48,172,222,
1735,0.9888,0.819853,0.994488,0.462168,0.950627,-0.253413,0.737303,138,195,161,204,75,48,172,222,
1736,0.991062,1.03914,0.572303,0.727363,0.861544,0.542938,0.826813,299,138,143,179,46,123,295,360,
1737,0.979957,1.03914,0.754688,0.727363,0.561835,0.542938,0.827913,286,76,190,238,46,123,295,360,
1742,-0.0176425,0.289266,0.762161,0.0438796,0.276228,0.418631,0.656828,341,321,118,154,76,60,153,192,
1743,0.094975,0.289266,0.835046,0.0438796,0.288132,0.418631,0.6232,343,330,100,132,76,60,153,192,
1746,0.258669,0.289266,0.582243,0.0438796,0.487927,0.418631,0.728631,401,311,137,169,76,60,153,192,
1747,0.253355,0.289266,0.959726,0.0438796,0.354726,0.418631,0.63128,335,305,146,175,76,60,153,192,
1748,0.0625061,0.289266,0.965472,0.0438796,0.339644,0.418631,0.646709,353,308,126,164,76,60,153,192,
1753,0.976027,0.925917,-0.0159287,0.161371,0.348072,0.633799,0.808011,194,218,130,173,0,58,146,195,
1754,0.9967,0.925917,0.0180335,0.161371,0.444503,0.633799,0.79045,185,231,114,158,0,58,146,195,
1755,0.975697,0.925917,-0.00258876,0.161371,0.557534,0.633799,0.787595,292,259,101,131,0,58,146,195,
1756,0.588128,0.925917,0.815656,0.161371,0.383089,0.633799,0.790767,332,257,104,135,0,58,146,195,
1757,0.743784,0.925917,0.00438312,0.161371,0.359159,0.633799,0.808091,485,237,110,145,0,58,146,195,
1758,0.351227,0.925917,0.0114502,0.161371,0.308314,0.633799,0.808535,411,181,143,203,0,58,146,195,
1759,0.875989,0.925917,0.00131886,0.161371,0.264958,0.633799,0.803804,460,199,152,199,0,58,146,195,
1760,0.943095,0.925917,-0.00584692,0.161371,0.564268,0.633799,0.809536,37,225,104,147,0,58,146,195,
1765,0.996214,0.949327,1.01513,1.14523,0.221436,0.518138,0.714198,361,191,135,174,23,83,206,257,
1766,0.96946,0.949327,0.952084,1.14523,0.411813,0.518138,0.685269,259,71,202,269,23,83,206,257,
1767,1.00062,0.949327,0.992548,1.14523,0.236546,0.518138,0.689427,134,22,232,305,23,83,206,257,
1768,0.622463,0.949327,0.967137,1.14523,0.407499,0.518138,0.664848,294,103,178,245,23,83,206,257,
1769,0.470924,0.675953,0.0338657,0.775697,0.565134,0.762298,0.784082,412,154,141,207,52,32,100,129,
1772,0.90803,0.722422,0.195309,0.733244,0.181279,0.972223,0.798539,237,102,209,268,0,63,187,224,
1773,0.55437,0.722422,0.923419,0.733244,0.0555466,0.972223,0.783989,225,162,231,279,0,63,187,224,
1774,0.930371,0.722422,0.946926,0.733244,0.512905,0.972223,0.77646,238,172,203,259,0,63,187,224,
1775,0.971897,0.722422,0.391369,0.733244,0.327571,0.972223,0.787763,232,170,230,262,0,63,187,224,
1776,0.793608,0.722422,0.954627,0.733244,0.453286,0.972223,0.775668,226,170,217,245,0,63,187,224,
1777,0.783849,0.722422,1.04494,0.733244,-0.0062021,0.972223,0.806998,201,127,239,264,0,63,187,224,
1778,0.965774,0.722422,0.0765678,0.733244,0.182003,0.972223,0.801151,219,153,215,262,0,63,187,224,
1779,0.989707,0.722422,0.7031,0.733244,0.129274,0.972223,0.795625,200,153,236,273,0,63,187,224,
1780,0.911496,0.722422,0.47637,0.733244,0.296339,0.972223,0.789954,210,157,221,245,0,63,187,224,
1781,1.03719,0.722422,0.667793,0.733244,0.0128093,0.972223,0.798582,274,162,202,232,0,63,187,224,
1782,0.560664,0.722422,0.0233675,0.733244,-0.330912,0.972223,0.776607,222,132,173,232,0,63,187,224,
1783,0.522991,0.722422,0.304031,0.733244,0.358225,0.972223,0.740251,268,180,124,161,0,63,187,224,
1784,0.994334,0.722422,0.868226,0.733244,0.302965,0.972223,0.763592,433,200,120,153,0,63,187,224,
1785,0.0590005,0.722422,0.11909,0.733244,0.546492,0.972223,0.532276,533,185,107,175,0,63,187,224,
1786,0.845033,0.722422,0.323242,0.733244,0.580572,0.972223,0.756778,497,192,143,175,0,63,187,224,
1787,0.978403,0.969742,1.01927,0.99308,0.189873,0.493037,0.804762,218,107,116,159,147,110,219,289,
1788,0.418958,0.997109,0.651843,0.00930794,0.829401,0.407547,0.561394,92,253,131,166,73,0,179,219,
1789,-0.00664739,0.115928,0.0144404,0.122771,0.396424,0.32732,0.589161,325,280,100,121,59,55,119,148,
1794,0.135055,0.555498,0.84104,0.963823,0.953867,0.486252,0.857474,18,199,108,149,77,0,186,211,
1795,0.397753,0.555498,0.0280419,0.963823,0.817124,0.486252,0.848394,286,200,144,171,77,0,186,211,
1796,0.731794,0.962525,0.351937,-0.0112611,0.0958421,0.569971,0.776198,425,87,187,235,68,14,214,259,
1808,0.514103,0.24646,0.643973,0.611947,0.929218,0.635908,0.869683,407,55,144,166,0,73,129,188,
1809,0.298989,0.24646,0.822752,0.611947,0.836417,0.635908,0.809892,361,307,106,131,0,73,129,188,
1828,0.648587,0.24646,0.0363518,0.611947,1.14669,0.635908,0.953826,119,268,104,183,0,73,129,188,
1889,0.440712,0.856006,1.01268,0.0366822,0.634532,1.15212,0.869699,310,149,100,130,18,49,153,187,
1890,0.339505,0.856006,0.992588,0.0366822,1.4734,1.15212,0.8923,154,154,108,150,18,49,153,187,
1893,0.989446,0.857258,0.907487,0.171439,0.0627031,1.1065,0.48822,301,164,133,158,71,19,192,257,
1906,0.457523,0.099675,0.144852,0.85275,0.606116,0.742748,0.764741,290,223,133,170,110,27,260,337,
1910,0.490784,0.099675,0.510409,0.85275,0.724748,0.742748,0.793653,293,134,110,134,110,27,260,337,
